39, Male, United-States, Adm-clerical, Bachelors, Never-married, State-gov, White
65, Female, United-States, Other-service, Bachelors, Widowed, Private, White
40, Male, United-States, Prof-specialty, Bachelors, Never-married, Private, White
60, Male, United-States, Protective-serv, Bachelors, Married-civ-spouse, Local-gov, White
27, Male, Ireland, Craft-repair, HS-grad, Never-married, Private, White
62, Male, United-States, Sales, Bachelors, Married-civ-spouse, Private, White
53, Female, United-States, Sales, HS-grad, Divorced, Private, White
38, Male, United-States, Sales, Bachelors, Married-civ-spouse, Private, White
49, Male, United-States, Prof-specialty, Assoc-voc, Married-civ-spouse, Private, White
21, Male, United-States, Machine-op-inspct, HS-grad, Never-married, Private, White
18, Male, United-States, Adm-clerical, Some-college, Never-married, Private, White
25, Male, United-States, Prof-specialty, Bachelors, Never-married, Private, White
36, Male, United-States, Craft-repair, 11th, Married-civ-spouse, Private, White
52, Male, United-States, Exec-managerial, HS-grad, Married-civ-spouse, Private, White
19, Male, United-States, Tech-support, Some-college, Never-married, Private, White
23, Female, United-States, Adm-clerical, Bachelors, Never-married, Private, White
63, Male, United-States, Sales, Bachelors, Married-civ-spouse, Self-emp-not-inc, White
63, Male, United-States, Other-service, Assoc-voc, Married-civ-spouse, Self-emp-not-inc, White
62, Male, United-States, Sales, Bachelors, Divorced, Self-emp-inc, White
51, Male, United-States, Sales, Assoc-acdm, Married-civ-spouse, Self-emp-not-inc, White
76, Female, United-States, Adm-clerical, Some-college, Widowed, Local-gov, White
50, Male, United-States, Craft-repair, HS-grad, Married-civ-spouse, Private, White
45, Male, United-States, Craft-repair, HS-grad, Married-civ-spouse, Self-emp-inc, White
44, Male, United-States, Sales, Some-college, Divorced, Self-emp-inc, White
51, Male, United-States, Transport-moving, 7th-8th, Married-civ-spouse, Private, Black
42, Male, United-States, Exec-managerial, Bachelors, Never-married, Local-gov, White
43, Male, United-States, Prof-specialty, Masters, Married-civ-spouse, Local-gov, White
53, Male, United-States, Machine-op-inspct, 11th, Married-civ-spouse, Private, White
29, Male, United-States, Adm-clerical, Assoc-voc, Married-civ-spouse, Private, White
41, Male, United-States, Prof-specialty, Some-college, Married-civ-spouse, Private, White
44, Male, United-States, Craft-repair, HS-grad, Divorced, Federal-gov, White
35, Female, United-States, Other-service, 10th, Widowed, Private, Black
27, Male, United-States, Craft-repair, HS-grad, Married-civ-spouse, Private, White
35, Male, United-States, Prof-specialty, Some-college, Married-civ-spouse, Private, White
60, Female, United-States, Craft-repair, Assoc-voc, Widowed, Private, White
49, Male, United-States, Exec-managerial, Some-college, Divorced, Private, White
33, Male, United-States, Exec-managerial, Bachelors, Married-civ-spouse, Private, White
35, Male, United-States, Sales, Bachelors, Married-civ-spouse, Private, White
31, Male, United-States, Adm-clerical, Some-college, Married-civ-spouse, State-gov, White
54, Male, United-States, Adm-clerical, HS-grad, Married-civ-spouse, Private, White
57, Male, United-States, Prof-specialty, Doctorate, Married-civ-spouse, Self-emp-not-inc, White
30, Male, United-States, Craft-repair, 9th, Never-married, Private, White
45, Male, Vietnam, Machine-op-inspct, 10th, Never-married, Private, Asian-Pac-Islander
41, Male, United-States, Machine-op-inspct, Some-college, Married-civ-spouse, Private, White
25, Male, United-States, Other-service, Bachelors, Never-married, Private, White
51, Male, United-States, Exec-managerial, Some-college, Married-civ-spouse, Self-emp-inc, White
42, Male, El-Salvador, Adm-clerical, 5th-6th, Separated, Private, White
28, Male, United-States, Handlers-cleaners, Assoc-voc, Never-married, Private, White
53, Male, United-States, Tech-support, Bachelors, Divorced, Federal-gov, Amer-Indian-Eskimo
31, Female, United-States, Exec-managerial, Bachelors, Never-married, Private, White
46, Male, United-States, Other-service, 11th, Married-civ-spouse, Private, Black
25, Female, United-States, Adm-clerical, HS-grad, Never-married, Federal-gov, White
47, Male, United-States, Machine-op-inspct, HS-grad, Married-civ-spouse, Private, White
30, Male, United-States, Transport-moving, HS-grad, Married-civ-spouse, Private, White
48, Male, United-States, Craft-repair, HS-grad, Married-civ-spouse, Private, White
22, Male, United-States, Other-service, Some-college, Never-married, Private, Black
32, Male, United-States, Craft-repair, Some-college, Married-civ-spouse, Self-emp-not-inc, White
33, Male, United-States, Prof-specialty, Doctorate, Never-married, Self-emp-not-inc, White
31, Male, United-States, Other-service, HS-grad, Married-civ-spouse, Private, White
43, Female, England, Other-service, Some-college, Married-civ-spouse, Private, White
26, Female, United-States, Other-service, Assoc-voc, Never-married, Private, White
34, Male, United-States, Farming-fishing, HS-grad, Married-civ-spouse, Private, Black
50, Female, United-States, Prof-specialty, Bachelors, Married-civ-spouse, Local-gov, White
30, Female, United-States, Adm-clerical, HS-grad, Separated, State-gov, Black
17, Male, United-States, Other-service, 11th, Never-married, Private, White
35, Female, United-States, Prof-specialty, Masters, Never-married, Local-gov, Black
29, Male, United-States, Craft-repair, Some-college, Married-civ-spouse, Private, White
27, Male, El-Salvador, Adm-clerical, Assoc-acdm, Married-civ-spouse, Federal-gov, White
34, Male, United-States, Sales, Bachelors, Never-married, Private, White
32, Female, United-States, Handlers-cleaners, HS-grad, Separated, Private, White
47, Female, United-States, Adm-clerical, Some-college, Divorced, Federal-gov, White
40, Female, United-States, Sales, Some-college, Never-married, Private, White
26, Female, United-States, Other-service, Assoc-voc, Never-married, Private, White
30, Female, Ireland, Other-service, HS-grad, Never-married, Private, White
54, Male, United-States, Craft-repair, HS-grad, Divorced, Private, White
53, Male, United-States, Prof-specialty, Bachelors, Married-civ-spouse, Private, White
43, Male, United-States, Farming-fishing, 7th-8th, Separated, Private, Black
25, Male, United-States, Farming-fishing, Some-college, Never-married, Private, White
39, Male, United-States, Craft-repair, HS-grad, Married-civ-spouse, Private, White
57, Male, United-States, Transport-moving, HS-grad, Married-civ-spouse, Local-gov, White
47, Male, United-States, Other-service, HS-grad, Married-civ-spouse, Private, White
45, Female, United-States, Other-service, HS-grad, Divorced, Private, Black
24, Male, United-States, Prof-specialty, Bachelors, Never-married, State-gov, White
32, Male, United-States, Craft-repair, 10th, Divorced, Self-emp-not-inc, White
25, Male, United-States, Sales, Some-college, Never-married, Private, White
57, Female, United-States, Machine-op-inspct, 5th-6th, Separated, Private, White
28, Female, United-States, Prof-specialty, Bachelors, Married-civ-spouse, Private, White
28, Male, Cuba, Sales, HS-grad, Married-civ-spouse, Private, White
27, Female, United-States, Prof-specialty, Bachelors, Never-married, Private, White
28, Female, United-States, Adm-clerical, Bachelors, Never-married, Private, White
44, Male, Japan, Farming-fishing, HS-grad, Married-civ-spouse, Self-emp-not-inc, Asian-Pac-Islander
27, Male, United-States, Machine-op-inspct, HS-grad, Never-married, Private, White
61, Male, United-States, Exec-managerial, Bachelors, Married-civ-spouse, Private, White
25, Male, United-States, Other-service, 11th, Never-married, Private, White
28, Female, United-States, Handlers-cleaners, 9th, Never-married, Private, Black
20, Male, United-States, Craft-repair, Some-college, Never-married, Private, White
33, Male, Philippines, Sales, Assoc-voc, Never-married, Private, Asian-Pac-Islander
38, Male, United-States, Other-service, HS-grad, Divorced, State-gov, White
31, Female, United-States, Sales, HS-grad, Never-married, Private, Black
40, Female, United-States, Prof-specialty, Masters, Never-married, Private, White
43, Male, United-States, Exec-managerial, Some-college, Married-civ-spouse, Private, White
38, Male, United-States, Exec-managerial, Masters, Married-civ-spouse, Private, White
19, Male, United-States, Exec-managerial, Some-college, Never-married, Private, Black
56, Male, United-States, Other-service, Assoc-acdm, Married-civ-spouse, Private, White
38, Male, United-States, Exec-managerial, Masters, Divorced, Private, White
22, Female, United-States, Priv-house-serv, HS-grad, Married-civ-spouse, Private, White
18, Male, United-States, Other-service, HS-grad, Never-married, State-gov, White
68, Female, United-States, Other-service, Some-college, Widowed, Private, White
35, Male, United-States, Transport-moving, Assoc-voc, Divorced, Private, White
32, Male, United-States, Craft-repair, 10th, Divorced, Private, White
43, Female, United-States, Prof-specialty, Some-college, Married-civ-spouse, Federal-gov, White
30, Female, United-States, Machine-op-inspct, 10th, Never-married, Private, Black
62, Male, United-States, Tech-support, Some-college, Married-civ-spouse, Private, White
38, Male, United-States, Machine-op-inspct, Assoc-voc, Married-civ-spouse, Private, White
27, Male, United-States, Handlers-cleaners, HS-grad, Never-married, Private, White
28, Female, Germany, Prof-specialty, Doctorate, Never-married, Private, White
26, Male, United-States, Other-service, Assoc-voc, Never-married, Private, White
21, Male, United-States, Machine-op-inspct, Some-college, Never-married, Private, White
19, Male, United-States, Other-service, HS-grad, Never-married, Private, Black
20, Male, United-States, Adm-clerical, Some-college, Never-married, Private, White
25, Male, United-States, Protective-serv, Bachelors, Never-married, State-gov, Black
28, Male, Columbia, Craft-repair, Some-college, Never-married, Self-emp-not-inc, White
36, Male, United-States, Adm-clerical, Assoc-voc, Never-married, Private, White
23, Male, Mexico, Craft-repair, Bachelors, Never-married, Private, Amer-Indian-Eskimo
24, Female, United-States, Adm-clerical, Bachelors, Married-civ-spouse, Private, White
23, Female, United-States, Other-service, HS-grad, Never-married, Private, White
24, Female, United-States, Prof-specialty, Bachelors, Never-married, Private, White
25, Male, United-States, Other-service, HS-grad, Never-married, Self-emp-not-inc, White
24, Male, United-States, Machine-op-inspct, HS-grad, Never-married, Private, White
30, Male, United-States, Exec-managerial, HS-grad, Married-civ-spouse, Private, White
36, Female, United-States, Exec-managerial, Some-college, Married-civ-spouse, Private, White
45, Male, Philippines, Other-service, HS-grad, Married-civ-spouse, Private, Asian-Pac-Islander
31, Female, United-States, Sales, Assoc-acdm, Divorced, Private, White
34, Male, United-States, Adm-clerical, HS-grad, Never-married, Private, White
65, Male, Mexico, Exec-managerial, Bachelors, Married-civ-spouse, Self-emp-inc, White
42, Female, United-States, Prof-specialty, Assoc-voc, Divorced, Private, White
27, Male, United-States, Prof-specialty, Prof-school, Never-married, State-gov, White
40, Female, Puerto-Rico, Sales, Some-college, Married-civ-spouse, Private, Black
53, Male, United-States, Adm-clerical, Some-college, Married-civ-spouse, Federal-gov, White
54, Male, United-States, Sales, HS-grad, Married-civ-spouse, Private, White
30, Male, United-States, Prof-specialty, Bachelors, Never-married, State-gov, White
59, Male, United-States, Transport-moving, HS-grad, Married-civ-spouse, Private, White
42, Male, United-States, Exec-managerial, HS-grad, Divorced, Self-emp-not-inc, White
23, Female, United-States, Adm-clerical, HS-grad, Never-married, Private, White
28, Female, United-States, Other-service, Bachelors, Married-civ-spouse, Private, White
20, Male, United-States, Handlers-cleaners, HS-grad, Never-married, Private, White
22, Female, United-States, Sales, Some-college, Never-married, Private, White
47, Male, United-States, Craft-repair, Some-college, Married-civ-spouse, Self-emp-not-inc, White
44, Male, United-States, Machine-op-inspct, Some-college, Married-civ-spouse, Private, White
40, Male, United-States, Craft-repair, 12th, Divorced, Private, White
37, Female, United-States, Tech-support, Assoc-voc, Married-civ-spouse, Private, White
39, Male, United-States, Machine-op-inspct, HS-grad, Divorced, Private, White
49, Male, United-States, Sales, Some-college, Married-civ-spouse, Private, White
44, Male, United-States, Other-service, Some-college, Divorced, Self-emp-not-inc, White
27, Female, Portugal, Machine-op-inspct, 9th, Married-civ-spouse, Private, White
50, Male, United-States, Adm-clerical, HS-grad, Married-civ-spouse, Private, White
39, Male, United-States, Prof-specialty, Bachelors, Married-civ-spouse, Private, White
41, Female, United-States, Sales, HS-grad, Never-married, Private, Black
55, Male, United-States, Protective-serv, Bachelors, Married-civ-spouse, Private, White
53, Male, Puerto-Rico, Other-service, 1st-4th, Married-civ-spouse, Private, Black
53, Female, United-States, Prof-specialty, Masters, Divorced, Local-gov, White
31, Male, Taiwan, Exec-managerial, Masters, Married-civ-spouse, Private, White
21, Male, United-States, Craft-repair, HS-grad, Never-married, Private, White
30, Male, United-States, Machine-op-inspct, HS-grad, Separated, Private, Black
53, Female, United-States, Exec-managerial, Masters, Never-married, Private, White
47, Male, United-States, Craft-repair, Some-college, Married-civ-spouse, Private, White
60, Female, Hungary, Exec-managerial, Bachelors, Divorced, Private, White
59, Female, Mexico, Machine-op-inspct, 9th, Separated, Private, White
37, Male, United-States, Exec-managerial, Bachelors, Never-married, Private, White
47, Male, United-States, Craft-repair, Bachelors, Married-civ-spouse, Federal-gov, White
49, Male, United-States, Craft-repair, 9th, Married-civ-spouse, Private, White
73, Female, United-States, Prof-specialty, Some-college, Never-married, Local-gov, White
58, Female, United-States, Other-service, HS-grad, Divorced, Private, Black
35, Male, United-States, Handlers-cleaners, Some-college, Never-married, Private, Black
24, Female, United-States, Prof-specialty, Some-college, Married-civ-spouse, State-gov, White
62, Female, United-States, Adm-clerical, HS-grad, Widowed, Private, White
58, Female, United-States, Adm-clerical, HS-grad, Married-civ-spouse, Private, White
51, Male, United-States, Adm-clerical, Some-college, Married-civ-spouse, Private, White
21, Male, United-States, Sales, HS-grad, Never-married, Private, Black
30, Male, United-States, Craft-repair, Bachelors, Married-civ-spouse, Private, White
27, Female, Canada, Prof-specialty, Assoc-voc, Never-married, Private, White
25, Male, United-States, Tech-support, Bachelors, Married-civ-spouse, Private, White
31, Male, United-States, Craft-repair, HS-grad, Never-married, Private, Amer-Indian-Eskimo
31, Female, United-States, Other-service, HS-grad, Never-married, Private, Black
44, Male, United-States, Craft-repair, Some-college, Married-civ-spouse, Private, White
52, Male, United-States, Prof-specialty, Doctorate, Married-civ-spouse, Self-emp-inc, White
30, Male, United-States, Sales, Assoc-acdm, Married-civ-spouse, Private, White
29, Male, United-States, Transport-moving, HS-grad, Never-married, Private, Black
36, Male, United-States, Transport-moving, 11th, Divorced, Private, White
54, Male, United-States, Farming-fishing, Bachelors, Married-civ-spouse, Self-emp-not-inc, White
59, Male, United-States, Protective-serv, Some-college, Separated, Local-gov, White
55, Male, United-States, Adm-clerical, Some-college, Never-married, Private, White
22, Female, United-States, Adm-clerical, Assoc-acdm, Never-married, Private, White
42, Female, United-States, Machine-op-inspct, HS-grad, Divorced, Private, White
36, Female, United-States, Sales, Assoc-acdm, Married-civ-spouse, Private, White
32, Male, United-States, Prof-specialty, Bachelors, Married-civ-spouse, Private, White
44, Male, United-States, Craft-repair, 7th-8th, Married-civ-spouse, Private, White
25, Male, Mexico, Handlers-cleaners, 11th, Married-spouse-absent, Private, White
31, Male, United-States, Transport-moving, HS-grad, Married-civ-spouse, Private, White
33, Male, United-States, Other-service, HS-grad, Never-married, Private, White
54, Male, United-States, Sales, Assoc-acdm, Married-civ-spouse, Self-emp-not-inc, White
42, Male, United-States, Exec-managerial, HS-grad, Never-married, Self-emp-not-inc, White
49, Male, United-States, Transport-moving, HS-grad, Married-civ-spouse, Private, White
30, Male, United-States, Adm-clerical, HS-grad, Married-civ-spouse, Private, White
54, Female, United-States, Exec-managerial, HS-grad, Divorced, Private, White
39, Male, United-States, Transport-moving, Some-college, Never-married, Private, White
24, Male, United-States, Machine-op-inspct, Some-college, Never-married, Private, White
21, Female, United-States, Adm-clerical, HS-grad, Never-married, Private, White
23, Female, United-States, Other-service, 9th, Never-married, Private, Black
54, Female, United-States, Adm-clerical, HS-grad, Divorced, Private, White
23, Female, United-States, Sales, Masters, Never-married, Private, White
39, Male, United-States, Machine-op-inspct, HS-grad, Divorced, Private, White
23, Male, United-States, Prof-specialty, Some-college, Never-married, Private, White
41, Male, United-States, Machine-op-inspct, Some-college, Married-civ-spouse, Private, Black
32, Male, United-States, Other-service, 11th, Never-married, Private, Black
57, Male, United-States, Craft-repair, HS-grad, Married-civ-spouse, Private, White
18, Female, United-States, Adm-clerical, HS-grad, Never-married, Private, White
60, Male, United-States, Prof-specialty, Doctorate, Married-civ-spouse, State-gov, White
21, Female, United-States, Machine-op-inspct, Some-college, Never-married, Private, White
53, Female, United-States, Adm-clerical, Some-college, Widowed, Private, White
38, Male, United-States, Exec-managerial, Bachelors, Married-civ-spouse, Private, White
21, Male, United-States, Handlers-cleaners, Some-college, Never-married, Private, White
53, Female, United-States, Exec-managerial, Doctorate, Divorced, Private, White
24, Male, United-States, Craft-repair, HS-grad, Never-married, Private, White
36, Male, United-States, Other-service, Assoc-acdm, Married-civ-spouse, Federal-gov, White
29, Male, United-States, Exec-managerial, Masters, Never-married, Private, Black
23, Male, United-States, Sales, Some-college, Never-married, Private, White
44, Male, United-States, Exec-managerial, Some-college, Married-civ-spouse, Private, White
32, Male, United-States, Prof-specialty, Masters, Married-civ-spouse, Local-gov, White
25, Female, United-States, Exec-managerial, Bachelors, Never-married, Private, White
41, Male, United-States, Craft-repair, HS-grad, Divorced, Self-emp-not-inc, White
18, Female, United-States, Other-service, HS-grad, Never-married, Private, White
57, Male, United-States, Craft-repair, Some-college, Married-civ-spouse, Private, White
62, Male, United-States, Exec-managerial, Bachelors, Widowed, Private, White
29, Male, United-States, Handlers-cleaners, Bachelors, Never-married, Private, White
19, Female, United-States, Other-service, HS-grad, Never-married, Private, Black
35, Male, United-States, Prof-specialty, Prof-school, Married-civ-spouse, Self-emp-not-inc, White
52, Male, United-States, Prof-specialty, Bachelors, Married-civ-spouse, Private, White
28, Female, United-States, Machine-op-inspct, 10th, Never-married, Private, White
38, Male, United-States, Other-service, HS-grad, Never-married, Private, White
42, Female, United-States, Sales, Some-college, Widowed, Private, Black
41, Male, United-States, Prof-specialty, Bachelors, Never-married, Private, Black
23, Male, United-States, Prof-specialty, Bachelors, Never-married, Private, White
31, Male, United-States, Sales, Masters, Married-civ-spouse, Private, White
31, Male, Mexico, Machine-op-inspct, 5th-6th, Never-married, Private, White
46, Male, United-States, Prof-specialty, Masters, Married-civ-spouse, Private, White
18, Female, United-States, Sales, 11th, Never-married, Private, White
57, Male, United-States, Tech-support, Masters, Married-civ-spouse, Self-emp-not-inc, White
25, Female, United-States, Adm-clerical, Assoc-voc, Never-married, Private, White
32, Male, United-States, Exec-managerial, Masters, Married-civ-spouse, Private, White
27, Male, United-States, Farming-fishing, 9th, Never-married, Private, White
46, Male, United-States, Prof-specialty, Bachelors, Married-civ-spouse, Federal-gov, White
43, Male, United-States, Craft-repair, HS-grad, Never-married, State-gov, White
56, Female, United-States, Prof-specialty, Bachelors, Married-spouse-absent, Self-emp-not-inc, White
19, Female, United-States, Craft-repair, HS-grad, Married-civ-spouse, Private, White
20, Female, United-States, Adm-clerical, HS-grad, Never-married, Federal-gov, White
42, Male, United-States, Machine-op-inspct, Some-college, Never-married, Private, White
90, Male, United-States, Transport-moving, HS-grad, Widowed, Private, White
25, Male, United-States, Machine-op-inspct, 11th, Separated, Private, Black
27, Female, Jamaica, Other-service, HS-grad, Never-married, Private, Black
48, Male, United-States, Transport-moving, HS-grad, Married-civ-spouse, Private, White
48, Male, United-States, Adm-clerical, Some-college, Never-married, Federal-gov, Black
27, Male, United-States, Craft-repair, HS-grad, Married-civ-spouse, Private, White
46, Female, United-States, Tech-support, Bachelors, Widowed, Private, White
32, Male, United-States, Other-service, 5th-6th, Married-civ-spouse, Private, White
22, Male, United-States, Tech-support, Assoc-voc, Married-civ-spouse, Private, White
24, Female, United-States, Prof-specialty, Bachelors, Married-AF-spouse, Private, White
31, Male, United-States, Craft-repair, HS-grad, Married-civ-spouse, Private, White
20, Female, United-States, Prof-specialty, Some-college, Never-married, Private, White
28, Male, United-States, Prof-specialty, Prof-school, Never-married, Self-emp-not-inc, White
40, Male, United-States, Exec-managerial, HS-grad, Married-civ-spouse, Self-emp-inc, White
39, Male, United-States, Machine-op-inspct, HS-grad, Married-civ-spouse, Private, White
54, Male, United-States, Transport-moving, HS-grad, Married-civ-spouse, Local-gov, White
59, Male, United-States, Protective-serv, Some-college, Married-civ-spouse, Local-gov, White
17, Female, United-States, Sales, 11th, Never-married, Private, White
25, Male, United-States, Craft-repair, Some-college, Never-married, Self-emp-not-inc, White
49, Male, United-States, Protective-serv, HS-grad, Married-civ-spouse, Local-gov, White
55, Male, United-States, Exec-managerial, HS-grad, Divorced, Self-emp-not-inc, White
39, Male, United-States, Craft-repair, HS-grad, Married-civ-spouse, Private, White
67, Female, United-States, Prof-specialty, Some-college, Widowed, Private, White
28, Male, United-States, Other-service, HS-grad, Never-married, Private, White
35, Male, Canada, Machine-op-inspct, 9th, Married-civ-spouse, Private, White
44, Male, United-States, Adm-clerical, HS-grad, Married-civ-spouse, Private, White
51, Male, United-States, Prof-specialty, Masters, Married-civ-spouse, Private, White
55, Male, United-States, Farming-fishing, Bachelors, Widowed, Private, Asian-Pac-Islander
45, Male, United-States, Protective-serv, HS-grad, Married-civ-spouse, Local-gov, White
32, Male, United-States, Craft-repair, HS-grad, Married-civ-spouse, Private, White
45, Female, United-States, Exec-managerial, Some-college, Divorced, Private, White
45, Male, England, Exec-managerial, Masters, Married-civ-spouse, Private, White
35, Male, United-States, Sales, Bachelors, Never-married, Private, White
55, Male, United-States, Transport-moving, HS-grad, Married-civ-spouse, Local-gov, White
59, Male, United-States, Craft-repair, Some-college, Married-civ-spouse, Private, White
22, Female, United-States, Adm-clerical, HS-grad, Never-married, Private, White
46, Female, United-States, Exec-managerial, Masters, Widowed, Local-gov, Black
23, Male, United-States, Farming-fishing, HS-grad, Never-married, Private, White
47, Male, United-States, Exec-managerial, Bachelors, Married-civ-spouse, Private, White
34, Male, Germany, Craft-repair, HS-grad, Married-civ-spouse, Private, White
51, Male, United-States, Transport-moving, 11th, Divorced, Private, White
40, Male, United-States, Sales, Assoc-voc, Married-civ-spouse, Private, White
24, Male, United-States, Adm-clerical, Some-college, Never-married, State-gov, White
20, Male, United-States, Farming-fishing, Some-college, Never-married, Private, White
44, Male, United-States, Transport-moving, Some-college, Divorced, Private, White
26, Male, United-States, Craft-repair, HS-grad, Divorced, Private, White
35, Female, United-States, Adm-clerical, HS-grad, Separated, Local-gov, White
23, Male, Vietnam, Machine-op-inspct, Some-college, Never-married, Private, Asian-Pac-Islander
40, Male, United-States, Craft-repair, HS-grad, Divorced, Private, White
49, Male, United-States, Protective-serv, HS-grad, Married-civ-spouse, Local-gov, White
32, Male, United-States, Machine-op-inspct, HS-grad, Never-married, Private, White
28, Female, United-States, Prof-specialty, Assoc-voc, Divorced, Private, White
51, Male, United-States, Exec-managerial, Masters, Married-civ-spouse, Private, White
62, Male, United-States, Exec-managerial, Assoc-voc, Married-civ-spouse, Private, White
31, Male, Mexico, Machine-op-inspct, Some-college, Married-civ-spouse, Private, White
47, Male, United-States, Protective-serv, Assoc-acdm, Married-civ-spouse, Local-gov, White
36, Female, United-States, Tech-support, Assoc-voc, Never-married, Private, White
44, Male, United-States, Craft-repair, HS-grad, Never-married, State-gov, White
46, Male, United-States, Exec-managerial, Bachelors, Married-civ-spouse, Private, White
32, Male, United-States, Craft-repair, HS-grad, Never-married, Private, White
51, Female, United-States, Transport-moving, Assoc-acdm, Divorced, Self-emp-not-inc, Black
48, Male, United-States, Exec-managerial, Bachelors, Married-civ-spouse, Private, White
28, Female, United-States, Machine-op-inspct, Bachelors, Never-married, Private, Black
57, Male, United-States, Tech-support, Some-college, Married-civ-spouse, Self-emp-inc, White
33, Male, United-States, Sales, Assoc-voc, Married-civ-spouse, Private, White
42, Male, United-States, Machine-op-inspct, HS-grad, Separated, Private, White
17, Male, United-States, Other-service, 10th, Never-married, Private, White
31, Male, United-States, Exec-managerial, Bachelors, Married-civ-spouse, Self-emp-inc, White
35, Male, United-States, Machine-op-inspct, Some-college, Never-married, Private, White
20, Male, United-States, Handlers-cleaners, HS-grad, Never-married, Private, White
36, Female, United-States, Exec-managerial, HS-grad, Married-civ-spouse, Private, White
24, Female, United-States, Sales, Some-college, Never-married, Private, White
33, Male, United-States, Transport-moving, Some-college, Married-civ-spouse, Private, Black
36, Male, United-States, Adm-clerical, Some-college, Married-civ-spouse, Private, White
31, Female, United-States, Exec-managerial, Bachelors, Divorced, Private, White
29, Female, United-States, Sales, Assoc-acdm, Divorced, Private, White
47, Male, United-States, Sales, Bachelors, Married-civ-spouse, Private, White
30, Male, United-States, Prof-specialty, Doctorate, Married-civ-spouse, Private, White
34, Male, United-States, Farming-fishing, HS-grad, Married-civ-spouse, Private, White
23, Female, United-States, Machine-op-inspct, HS-grad, Never-married, Private, White
33, Male, United-States, Adm-clerical, Assoc-voc, Divorced, Private, White
59, Female, United-States, Machine-op-inspct, 10th, Divorced, Private, White
67, Male, United-States, Prof-specialty, Bachelors, Divorced, Self-emp-not-inc, White
26, Male, United-States, Machine-op-inspct, HS-grad, Divorced, Private, White
27, Male, Laos, Machine-op-inspct, HS-grad, Married-civ-spouse, Private, Asian-Pac-Islander
24, Male, United-States, Adm-clerical, Bachelors, Never-married, Private, White
44, Male, United-States, Tech-support, Assoc-voc, Divorced, Federal-gov, White
31, Male, United-States, Craft-repair, HS-grad, Married-civ-spouse, Private, White
28, Male, United-States, Prof-specialty, Prof-school, Married-civ-spouse, Private, White
19, Female, United-States, Other-service, HS-grad, Never-married, Private, White
31, Female, United-States, Exec-managerial, Bachelors, Married-civ-spouse, Self-emp-not-inc, White
20, Female, United-States, Adm-clerical, HS-grad, Never-married, Private, White
64, Female, United-States, Other-service, HS-grad, Divorced, Private, White
47, Female, United-States, Adm-clerical, HS-grad, Married-civ-spouse, State-gov, White
36, Female, United-States, Adm-clerical, Some-college, Never-married, Private, White
48, Male, United-States, Craft-repair, HS-grad, Married-civ-spouse, Private, White
19, Female, Mexico, Other-service, Some-college, Never-married, Self-emp-not-inc, White
22, Female, United-States, Sales, HS-grad, Never-married, Private, Black
56, Male, United-States, Adm-clerical, 9th, Divorced, Private, White
22, Male, United-States, Adm-clerical, Some-college, Never-married, Private, White
37, Male, United-States, Prof-specialty, Bachelors, Married-civ-spouse, Private, White
57, Female, United-States, Prof-specialty, Bachelors, Widowed, Local-gov, White
38, Male, United-States, Sales, Assoc-acdm, Married-civ-spouse, Private, White
34, Female, United-States, Machine-op-inspct, HS-grad, Never-married, Private, Black
38, Female, United-States, Exec-managerial, Some-college, Divorced, Federal-gov, White
30, Male, South, Exec-managerial, Some-college, Married-civ-spouse, Self-emp-inc, Asian-Pac-Islander
32, Male, United-States, Prof-specialty, Bachelors, Never-married, Private, White
29, Female, United-States, Other-service, 12th, Married-spouse-absent, Private, Black
56, Male, United-States, Machine-op-inspct, HS-grad, Married-civ-spouse, Private, White
42, Female, United-States, Exec-managerial, Assoc-voc, Married-civ-spouse, Private, White
71, Female, United-States, Exec-managerial, HS-grad, Widowed, Local-gov, White
20, Male, United-States, Transport-moving, 11th, Never-married, Private, White
25, Male, United-States, Machine-op-inspct, HS-grad, Never-married, Private, White
61, Male, United-States, Prof-specialty, Some-college, Married-civ-spouse, Private, White
24, Female, United-States, Exec-managerial, Bachelors, Married-civ-spouse, State-gov, White
51, Female, United-States, Other-service, 9th, Never-married, Private, Black
27, Male, United-States, Adm-clerical, HS-grad, Never-married, Private, White
41, Female, United-States, Exec-managerial, Some-college, Married-civ-spouse, Private, White
31, Male, United-States, Machine-op-inspct, HS-grad, Divorced, Private, White
39, Female, United-States, Priv-house-serv, HS-grad, Divorced, Private, Black
51, Male, United-States, Prof-specialty, Prof-school, Married-civ-spouse, Self-emp-not-inc, White
52, Female, United-States, Exec-managerial, HS-grad, Never-married, Private, White
49, Male, United-States, Prof-specialty, Bachelors, Married-civ-spouse, Private, White
43, Male, United-States, Craft-repair, Some-college, Married-civ-spouse, Private, White
45, Male, United-States, Exec-managerial, Bachelors, Married-civ-spouse, Private, White
49, Male, United-States, Machine-op-inspct, HS-grad, Divorced, Private, White
19, Female, United-States, Other-service, HS-grad, Never-married, Private, White
44, Male, United-States, Farming-fishing, HS-grad, Married-civ-spouse, Self-emp-not-inc, White
67, Male, United-States, Transport-moving, HS-grad, Married-civ-spouse, Self-emp-inc, White
58, Male, United-States, Prof-specialty, Prof-school, Married-civ-spouse, Private, White
36, Male, United-States, Prof-specialty, Bachelors, Married-civ-spouse, Private, White
67, Female, Germany, Adm-clerical, HS-grad, Widowed, Private, White
61, Male, United-States, Prof-specialty, Doctorate, Married-civ-spouse, Private, White
